country_code,month,day,relative_active_users
country170,5,31,0.000465614
country5,2,17,0.000995955
country39,2,14,0.000938762
country213,6,26,3.61022E-06
country66,1,14,0.006121903
country194,5,17,0.009731045
country115,5,27,9.92952E-06
country183,5,18,0.0002316
country160,2,19,0.000560681
country162,1,31,7.98594E-05
country181,3,9,0.000766742
country16,1,10,0.004536383
country177,5,26,0.003278029
country136,5,28,0.00029546
country223,4,21,0.002961108
country198,4,9,2.52045E-05
country42,4,21,0.000437302
country114,4,15,2.22917E-06
country212,5,24,1.15889E-05
country49,5,7,4.26735E-05
country39,1,26,0.00096503
country52,3,7,0.61934518
country22,3,8,6.79214E-05
country106,4,20,5.07963E-05
country28,5,7,0.000660867
country150,1,30,1.48496E-05
country7,2,11,0.013669821
country113,4,21,0.001671217
country61,1,15,0.009308487
country23,6,9,0.011999216
country122,2,18,5.06425E-05
country89,5,31,1.94779E-06
country229,6,14,0.000160719
country150,1,23,9.62695E-06
country153,6,7,0.003233143
country100,6,8,0.000205243
country91,5,16,1.95587E-05
country166,5,19,0.000260603
country95,3,2,1.94779E-05
country155,1,22,3.69809E-06
country44,2,16,0.000519721
country106,6,19,5.10769E-05
country139,5,11,0.000479156
country12,1,10,0.000123391
country109,4,6,0.05365757
country9,2,15,0.001454999
country180,3,12,0.000917409
country89,6,30,5.84337E-06
country63,3,26,0.000117354
country160,3,23,0.000586604
country179,4,10,0.000161009
country169,2,2,0.002984936
country145,3,17,0.000276426
country213,6,20,3.54592E-06
country14,1,5,0.000915932
country179,5,21,0.000234064
country78,2,19,0.000130685
country55,6,9,4.55624E-05
country182,4,16,0.000160221
country176,2,2,0.001715263
country127,1,17,0.00333424
country197,2,25,7.53777E-05
country189,2,1,5.84337E-06
country207,2,7,0.073213649
country48,6,16,5.96318E-05
country27,3,5,2.58899E-06
country78,6,12,0.000127432
country100,2,12,0.000154664
country40,2,23,5.42588E-06
country151,2,5,4.8794E-05
country78,2,16,0.000107177
country122,2,26,5.06425E-05
country208,5,11,0.000248354
country64,4,30,4.32757E-05
country182,5,20,0.000148292
country139,2,4,0.000644718
country6,3,10,0.004062581
country147,4,4,0.000165562
country22,1,25,5.28228E-05
country113,2,16,0.00212469
country175,6,4,0.000324814
country168,1,17,0.002706994
country157,1,7,0.000268412
country111,6,26,0.000670236
country173,4,28,0.00033379
country35,2,11,0.000772861
country137,5,1,0.004009174
country142,1,26,0.001336184
country225,5,1,0.00026638
country183,6,28,0.000380731
country85,4,4,0.004865976
country176,3,17,0.001405554
country168,6,20,0.003599121
country222,6,21,3.89558E-06
country168,4,4,0.002683232
country21,5,9,2.28329E-06
country4,5,5,1.75301E-05
country203,4,6,5.01078E-06
country113,4,14,0.001655708
country97,1,30,1.63191E-05
country56,6,29,9.60117E-06
country140,5,29,1.94779E-06
country145,3,24,0.000394649
country116,6,19,3.1923E-06
country33,3,1,0.005139577
country110,4,25,0.00011127
country11,1,10,0.048034538
country232,1,17,9.73895E-06
country5,1,23,0.000981657
country6,5,4,0.003910727
country229,3,28,0.00018739
country62,2,7,2.08269E-06
country155,1,11,3.73901E-06
country39,3,28,0.000804864
country112,1,2,0.000312986
country100,1,12,0.000106028
country219,4,1,0.000143233
country103,6,2,0.001134808
country87,1,18,1.43046E-05
country143,1,12,2.30334E-06
country49,3,22,5.91488E-05
country107,3,8,0.002184287
country203,1,24,1.51879E-05
country214,6,28,0.007192563
country11,1,22,0.048711237
country3,4,20,0.004499504
country121,6,28,1.58184E-06
country208,6,10,0.000262308
country1,5,9,3.1361E-06
country41,5,22,4.14111E-06
country208,1,8,0.00043142
country221,3,6,1.76941E-05
country166,2,16,0.000245877
country104,3,9,0.004253873
country95,1,30,3.50602E-05
country43,4,2,0.009501281
country139,6,3,0.000545381
country87,5,3,9.07854E-06
country22,3,28,7.2115E-05
country41,4,22,1.46581E-06
country74,5,22,0.001523172
country40,1,27,2.44548E-06
country232,4,28,1.16867E-05
country86,3,8,7.20089E-05
country10,6,4,2.34106E-06
country191,1,10,1.41907E-05
country161,2,26,0.00342379
country97,1,26,1.84283E-05
country168,1,16,0.002673698
country51,6,28,0.004666304
country177,2,15,0.002710678
country50,5,8,0.000312672
country198,4,23,2.07356E-05
country143,3,23,6.1162E-06
country133,6,11,5.31539E-06
country16,2,12,0.004313675
country194,4,8,0.009065102
country158,3,10,4.30507E-06
country12,3,18,0.000200844
country200,2,25,5.02518E-06
country209,6,6,0.119363681
country39,4,22,0.000647202
country191,3,23,4.36137E-06
country129,1,2,2.07639E-05
country26,2,13,1.67618E-05
country157,2,4,0.00019366
country146,1,7,4.06408E-05
country48,1,2,2.43452E-05
country22,6,3,0.000104466
country167,3,19,5.93973E-05
country143,3,30,6.28952E-06
country30,6,22,0.000340575
country133,4,22,1.31923E-05
country218,3,19,7.82964E-05
country154,6,23,7.15585E-06
country79,3,1,0.000184865
country50,1,30,0.000205154
country94,2,2,3.29515E-05
country69,6,29,0.000203998
country21,1,14,4.07072E-06
country174,2,9,6.26058E-06
country61,1,22,0.009842181
country55,2,20,3.7529E-05
country147,2,13,0.000206466
country197,1,22,5.91785E-05
country144,1,7,0.00145964
country104,1,13,0.004310861
country197,2,18,7.13531E-05
country144,1,5,0.001476392
country194,6,25,0.011506085
country49,2,15,7.54302E-05
country124,5,19,0.004185982
country205,6,10,3.74274E-05
country207,6,5,0.086356446
country145,6,29,0.000553708
country131,5,1,7.90113E-06
country100,2,11,0.000142154
country135,6,12,6.57465E-05
country116,6,3,4.86573E-06
country139,1,11,0.000629136
country206,2,15,0.03881396
country45,1,24,0.009078648
country37,2,27,0.000174971
country227,3,4,0.000188799
country139,3,23,0.000640823
country149,2,19,0.000111585
country141,5,17,0.155378036
country86,5,14,9.37154E-05
country210,3,13,4.24285E-05
country220,5,30,5.84337E-06
country172,1,29,2.32433E-05
country171,1,7,4.51564E-06
country60,1,7,0.002573915
country55,5,5,1.80816E-05
country132,1,1,2.20438E-06
country110,2,5,7.80938E-05
country96,6,26,5.84337E-06
country17,6,13,0.000281259
country69,6,23,0.000175318
country124,3,26,0.005411196
country101,3,19,0.000562806
country112,2,26,0.000493945
country39,3,8,0.000798175
country120,6,8,0.009814912
country157,5,9,0.000255844
country204,3,27,1.3861E-05
country221,3,28,2.59634E-05
country89,2,14,5.84337E-06
country12,5,7,0.000247881
country61,6,5,0.011242642
country102,6,8,0.000237394
country97,3,30,3.06935E-05
country100,1,29,0.000141784
country145,2,16,0.000308165
country157,4,23,0.000261661
country100,5,12,0.000158221
country102,4,9,0.000248174
country75,5,4,1.94779E-06
country22,5,23,8.50309E-05
country191,1,1,1.20545E-05
country96,3,4,5.84337E-06
country95,1,16,1.94779E-05
country116,5,16,1.15481E-05
country152,2,6,4.0559E-05
country219,1,26,0.000189691
country208,2,29,0.000343908
country191,4,4,1.32288E-05
country68,6,28,0.00010625
country19,5,2,3.40105E-05
country13,5,19,1.16867E-05
country18,3,13,0.006814849
country186,4,9,1.71195E-06
country116,1,25,9.21752E-06
country214,1,23,0.006266569
country122,4,20,5.84337E-05
country8,4,20,7.21408E-05
country183,4,25,0.000275847
country207,5,23,0.080727036
country1,6,25,3.59943E-06
country58,2,20,8.3755E-05
country185,1,31,0.007861279
country231,6,12,1.16867E-05
country100,1,7,0.000104452
country225,4,23,0.000239147
country182,5,10,0.000127254
country110,6,19,0.000176766
country66,4,6,0.006306943
country116,3,16,1.05108E-05
country106,6,5,5.66533E-05
country127,4,3,0.003589773
country147,5,31,0.000179197
country119,6,26,0.000196727
country136,3,8,0.000253399
country201,3,9,7.79116E-06
country118,4,21,2.58161E-06
country18,4,4,0.006076879
country94,6,12,2.73253E-05
country119,2,21,0.000169458
country59,1,30,2.14257E-05
country197,6,18,0.000116316
country129,2,21,1.83197E-05
country190,4,5,2.50039E-06
country111,4,27,0.000543451
country5,3,14,0.001034639
country21,2,15,2.09941E-06
country74,1,6,0.001470581
country158,6,10,4.71028E-06
country135,3,29,6.17648E-05
country130,3,26,8.59539E-05
country17,2,3,0.000209359
country52,4,5,0.570278284
country174,6,26,4.78621E-06
country62,5,28,2.32706E-06
country25,4,22,6.86688E-06
country101,5,16,0.0005668
country42,2,23,0.000490974
country20,1,17,0.070110616
country179,5,27,0.00021845
country136,3,20,0.000287045
country35,3,30,0.000737613
country56,3,29,1.75504E-05
country193,6,29,4.74079E-06
country140,5,7,1.94779E-06
country143,4,10,6.54568E-06
country163,3,7,8.76505E-05
country181,2,23,0.000565585
country9,3,4,0.00126022
country127,1,24,0.003592654
country206,1,6,0.040042745
country181,4,28,0.000803717
country98,6,24,7.89773E-05
country169,6,14,0.001946994
country150,5,21,3.85485E-06
country32,4,9,0.004955705
country144,6,7,0.001114491
country21,4,3,4.40518E-06
country122,3,8,4.6747E-05
country33,1,17,0.004659967
country205,6,6,4.09273E-05
country115,6,23,1.78896E-05
country163,5,22,6.42771E-05
country10,5,17,2.30162E-06
country137,6,23,0.00334489
country138,5,12,0.000132905
country166,6,21,0.000316697
country173,6,6,0.000316227
country8,6,15,0.00010065
country18,4,13,0.005432571
country113,1,10,0.002414078
country185,4,27,0.005621321
country71,4,15,0.007993925
country131,4,22,1.03471E-05
country191,2,1,6.21072E-06
country67,6,5,1.16867E-05
country189,2,25,1.36345E-05
country106,5,22,6.23146E-05
country51,6,9,0.006105483
country45,4,3,0.010266799
country139,2,24,0.000568755
country77,2,16,0.000538066
country45,3,3,0.008992945
country64,5,14,3.36637E-05
country96,4,16,5.84337E-06
country142,5,3,0.001069337
country30,4,17,0.000297593
country154,1,13,4.43111E-06
country47,1,23,0.000131151
country9,2,22,0.001386826
country44,2,25,0.000500448
country27,1,27,4.62089E-06
country221,6,8,2.09796E-05
country8,4,3,7.72029E-05
country88,2,21,1.65621E-06
country106,5,26,5.22658E-05
country8,2,9,5.81284E-05
country192,4,12,2.99091E-06
country170,4,4,0.000389706
country145,1,25,0.00029397
country140,4,7,3.89558E-06
country37,5,12,0.000124226
country159,6,15,0.105382989
country131,6,13,8.59278E-06
country79,5,25,0.000293767
country177,6,19,0.003991651
country111,1,22,0.000551066
country189,3,26,9.73895E-06
country13,4,16,1.36345E-05
country221,2,26,2.85953E-05
country44,6,8,0.000800353
country198,1,4,2.50165E-05
country31,5,10,0.000136756
country69,6,14,0.000153241
country67,6,12,7.79116E-06
country228,5,10,0.001155039
country42,6,4,0.000519715
country232,6,25,1.16867E-05
country2,5,12,0.538438492
country206,6,6,0.029766616
country50,5,5,0.000257196
country211,3,23,0.006555076
country48,5,12,6.32197E-05
country166,3,7,0.000287576
country87,4,2,1.98035E-05
country14,6,29,0.000679513
country152,4,29,3.17766E-05
country43,3,16,0.00923794
country200,1,22,9.10438E-06
country58,5,13,6.23293E-05
country53,5,25,0.000172343
country186,6,30,4.73605E-06
country30,1,13,0.00042891
country103,5,27,0.001076367
country141,1,10,0.121663762
country169,3,20,0.002958368
country115,3,11,2.37235E-05
country222,2,28,1.55823E-05
country203,6,15,5.75146E-06
country215,5,12,7.26903E-05
country192,1,23,5.25511E-06
country9,5,16,0.001248533
country164,5,21,0.002704029
country149,5,27,9.62688E-05
country31,1,13,0.000118862
country20,4,21,0.061131358
country19,3,23,2.61682E-05
country4,1,15,1.75301E-05
country21,2,13,2.09522E-06
country32,3,20,0.005338503
country33,3,8,0.005133785
country3,5,14,0.005071877
country137,1,25,0.004072299
country211,3,16,0.005150764
country134,1,13,1.85004E-05
country107,3,6,0.002255803
country144,2,7,0.001425653
country63,6,12,0.0001114
country147,4,27,0.000192831
country2,1,6,0.333410837
country86,3,21,5.15743E-05
country142,2,9,0.001256324
country136,1,21,0.000276853
country154,4,11,2.88379E-06
country60,1,2,0.002671334
country111,3,25,0.000605378
country48,4,5,5.45387E-05
country148,3,16,2.52057E-05
country107,1,3,0.001649871
country22,2,5,6.86279E-05
country43,6,28,0.009097614
country146,3,18,6.2951E-05
country3,3,24,0.005990217
country82,4,19,3.05331E-05
country200,3,13,1.59107E-05
country23,3,14,0.013221952
country136,1,31,0.000271242
country131,4,7,1.00416E-05
country115,1,31,1.40298E-05
country100,4,6,0.000147728
country60,1,11,0.002791996
country115,2,9,1.6765E-05
country116,3,2,8.88254E-06
country86,3,19,6.62124E-05
country167,6,24,5.38299E-05
country33,2,2,0.005434476
country45,2,20,0.009530535
country201,6,19,1.16867E-05
country143,2,25,2.73469E-06
country183,2,29,0.000279223
country189,1,29,5.84337E-06
country166,3,25,0.000321202
country39,3,17,0.000876773
country197,3,20,7.58233E-05
country112,4,9,0.000455784
country98,6,17,8.00919E-05
country226,4,22,0.002462609
country121,1,16,1.86018E-06
country25,2,6,1.52096E-05
country133,6,29,6.40907E-06
country14,6,5,0.000757536
country229,6,30,0.00017483
country85,3,13,0.006334497
country100,4,25,0.00015638
country156,4,28,3.51667E-05
country201,6,7,1.16867E-05
country80,1,23,2.05375E-06
country101,5,23,0.000590633
country104,6,21,0.006731777
country66,3,5,0.005636903
country201,3,27,7.79116E-06
country2,1,3,0.325193135
country214,4,18,0.00728796
country29,3,7,2.14609E-06
country129,3,14,2.87718E-05
country61,3,19,0.010921257
country98,3,23,7.76718E-05
country78,6,1,0.000126039
country178,4,1,1.52875E-06
country189,4,15,7.79116E-06
country128,5,12,1.94779E-06
country25,2,3,1.0019E-05
country165,6,15,1.94779E-06
country130,2,25,6.69416E-05
country109,4,24,0.047892422
country155,6,8,4.84145E-06
country163,2,10,7.4016E-05
country149,2,7,0.000118398
country210,6,24,2.87093E-05
country103,5,25,0.00104997
country64,2,7,4.76921E-05
country78,6,20,0.000128455
country82,6,19,2.58644E-05
country204,1,7,9.38502E-06
country172,6,12,1.73098E-05
country95,5,28,7.79116E-06
country4,5,18,2.14257E-05
country197,4,15,6.12897E-05
country110,3,12,0.00011633
country220,1,29,5.84337E-06
country180,4,25,0.000720682
country119,6,1,0.000183092
country18,5,2,0.005337565
country159,6,19,0.107402773
country146,5,2,7.50388E-05
country45,3,31,0.00998437
country142,4,11,0.00116283
country146,4,13,7.94945E-05
country101,1,11,0.000458833
country124,1,16,0.005054104
country37,6,1,0.000131638
country44,6,6,0.000761247
country86,1,20,5.70741E-05
country121,3,3,1.77473E-06
country226,5,6,0.002521825
country104,2,28,0.004957919
country52,2,28,0.622733206
country136,4,24,0.00024886
country67,2,17,1.36345E-05
country218,1,7,5.44022E-05
country151,5,17,2.44734E-05
country25,5,28,1.58563E-05
country108,5,26,0.008887879
country104,4,11,0.004344941
country3,4,3,0.00539459
country83,1,11,0.001330201
country162,4,29,5.25903E-05
country200,6,24,7.17732E-06
country70,5,3,1.94779E-06
country109,3,8,0.059978502
country215,6,3,9.26508E-05
country82,1,27,1.95638E-05
country229,5,25,0.000149206
country26,1,13,1.42333E-05
country192,2,24,3.29259E-06
country29,6,23,2.38594E-06
country166,3,20,0.000336994
country104,5,23,0.004601444
country4,4,21,1.94779E-05
country73,1,10,5.27082E-05
country86,1,2,6.41828E-05
country56,2,21,1.05602E-05
country207,1,15,0.064365204
country142,1,5,0.001143353
country181,4,30,0.000838477
country157,4,17,0.000234365
country49,5,24,6.18684E-05
country160,6,23,0.00049389
country148,2,26,3.11546E-05
country68,6,3,0.000115112
country40,3,10,5.80689E-06
country111,5,12,0.000487295
country81,3,21,7.29425E-06
country44,6,17,0.000833908
country69,3,16,8.02717E-05
country191,3,11,4.30937E-06
country166,4,25,0.000227407
country97,3,8,2.08989E-05
country168,3,12,0.003110163
country141,1,2,0.107886911
country44,4,17,0.000531763
country142,2,19,0.001301123
country42,3,8,0.00049839
country205,3,7,2.86888E-05
country127,1,27,0.003447181
country65,6,9,1.13658E-05
country222,4,30,1.16867E-05
country208,4,3,0.000338027
country14,5,14,0.000742213
country45,4,2,0.010005795
country211,4,22,0.005492877
country4,4,29,2.33735E-05
country191,1,14,1.83182E-05
country11,6,12,0.038936925
country100,6,5,0.000186456
country207,1,28,0.07244807
country172,3,23,2.73242E-05
country24,3,22,3.48263E-06
country226,3,13,0.003278219
country176,4,29,0.001335564
country160,6,5,0.00046165
country58,1,21,6.03815E-05
country122,2,9,4.6747E-05
country2,4,20,0.513399906
country153,4,9,0.002903834
country84,1,1,1.88831E-06
country229,4,27,0.000172441
country164,1,24,0.003720171
country135,4,27,7.05441E-05
country52,4,25,0.522536623
country161,6,12,0.002680793
country97,4,25,1.50365E-05
country67,1,28,1.36345E-05
country135,2,18,5.69068E-05
country36,5,8,5.84337E-06
country50,5,9,0.000260297
country134,1,3,2.22205E-05
country159,1,13,0.067299643
country152,5,16,4.15653E-05
country127,3,4,0.003221398
country146,2,26,6.04038E-05
country20,1,27,0.071340786
country111,1,20,0.000531649
country230,6,11,1.94779E-06
country145,6,19,0.000544438
country97,6,2,3.35979E-05
country131,2,12,8.99659E-06
country129,4,9,3.02454E-05
country111,4,4,0.000541501
country151,5,14,3.24362E-05
country120,1,27,0.011291337
country174,6,17,4.74335E-06
country206,5,2,0.034194473
country220,6,22,1.16867E-05
country17,5,8,0.000218871
country59,1,27,7.79116E-06
country27,5,15,6.38596E-06
country16,5,8,0.004746366
country164,5,14,0.002728164
country225,4,1,0.000237889
country162,4,14,3.7008E-05
country225,1,15,0.000249633
country9,1,19,0.001390722
country131,6,1,8.38921E-06
country37,1,28,0.000178284
country210,3,26,4.68705E-05
country52,6,14,0.580655907
country57,1,18,0.002855597
country69,3,28,0.000102625
country207,6,19,0.088665621
country119,1,9,0.000144136
country68,2,8,8.47873E-05
country217,5,27,0.008591519
country129,5,23,2.47685E-05
country227,2,20,0.000209101
country107,6,13,0.002640847
country214,2,25,0.006306365
country225,1,31,0.000231491
country46,1,14,0.000377774
country151,4,28,1.83258E-05
country227,2,9,0.000173041
country29,3,4,2.13966E-06
country71,4,21,0.00766049
country52,5,30,0.600740893
country150,2,14,1.57032E-05
country140,3,8,1.94779E-06
country24,3,27,3.46525E-06
country222,1,28,1.16867E-05
country12,1,26,0.000141273
country82,5,29,2.78596E-05
country223,4,5,0.002977961
country140,5,24,1.94779E-06
country47,3,14,0.000117606
country118,3,20,2.42656E-06
country79,1,3,0.000148878
country211,4,24,0.006140537
country174,2,4,4.15291E-06
country183,1,31,0.000312436
country44,1,22,0.000575316
country35,4,25,0.000722762
country175,5,22,0.000251567
country94,6,1,2.1127E-05
country21,3,21,4.35266E-06
country95,2,19,1.94779E-05
country216,5,2,8.36501E-06
country4,1,31,2.14257E-05
country210,6,9,3.77408E-05
country221,6,29,2.05434E-05
country118,1,20,2.15243E-06
country83,6,30,0.001651492
country162,4,2,4.09036E-05
country181,6,14,0.000949966
country64,5,6,3.84831E-05
country178,4,29,1.44542E-06
country175,5,16,0.000264507
country124,5,20,0.004530142
country91,6,30,1.91888E-05
country212,4,28,1.58082E-05
country223,1,13,0.002440911
country182,5,17,0.000149185
country20,5,2,0.051956727
country135,6,5,7.89275E-05
country53,6,5,0.000244585
country69,1,8,8.29394E-05
country211,4,29,0.005697534
country133,3,23,1.39809E-05
country180,2,5,0.000804437
country23,1,12,0.011133536
country214,5,17,0.00725228
country155,5,16,3.29946E-06
country185,5,5,0.005011663
country214,4,26,0.007488828
country100,4,22,0.000134118
country7,6,9,0.018688862
country113,4,1,0.001977656
country55,3,15,4.14677E-05
country90,2,22,0.000285305
country186,1,8,1.87513E-06
country203,6,20,8.7138E-06
country60,6,1,0.003907536
country38,3,26,5.84337E-06
country98,6,25,7.4943E-05
country28,3,21,0.000784375
country117,4,10,3.27284E-06
country149,4,26,6.90061E-05
country176,5,6,0.001371139
country192,6,11,1.32885E-06
country171,5,2,3.57327E-06
country179,2,14,0.000177474
country143,4,3,6.3653E-06
country231,5,25,9.73895E-06
country87,6,8,1.88035E-05
country137,2,12,0.004177612
country130,6,5,9.02029E-05
country54,5,28,3.17127E-05
country122,4,4,5.45381E-05
country231,1,31,3.11646E-05
country152,2,3,4.50857E-05
country38,5,11,3.89558E-06
country214,2,8,0.006095759
country57,3,18,0.003516568
country208,1,12,0.000381421
country119,6,17,0.000200622
country5,6,8,0.001258825
country126,2,16,0.000623668
country136,5,31,0.000247881
country55,4,2,3.48697E-05
country174,6,14,2.36457E-06
country129,1,8,2.94201E-05
country126,3,4,0.000647893
country56,5,25,2.32009E-06
country54,2,4,3.01773E-05
country168,1,22,0.002855968
country47,1,18,0.000113244
country35,5,24,0.0006219
country78,4,24,0.00013046
country151,1,14,3.19016E-05
country47,4,15,0.000105505
country170,2,17,0.000397401
country197,2,11,5.54161E-05
country108,1,23,0.011055351
country148,3,13,3.48667E-05
country159,5,24,0.093735875
country45,6,8,0.008948146
country26,4,30,2.48912E-05
country1,6,21,3.55656E-06
country71,6,24,0.007087605
country172,3,31,2.23895E-05
country131,4,29,1.04928E-05
country50,2,1,0.000212785
country231,2,2,2.72691E-05
country157,6,14,0.000250248
country159,2,16,0.073920502
country210,6,28,2.90553E-05
country191,5,9,1.5983E-05
country205,6,13,3.78784E-05
country229,6,4,0.000174419
country152,6,29,5.38356E-05
country67,2,3,1.16867E-05
country157,4,30,0.000274922
country128,5,27,7.79116E-06
country172,2,10,1.68153E-05
country115,3,13,2.12143E-05
country36,6,8,7.79116E-06
country91,5,31,1.22015E-05
country145,1,11,0.000251064
country208,1,31,0.000396491
country58,5,1,6.81726E-05
country42,5,21,0.000482965
country136,3,26,0.000300522
country134,1,12,9.21336E-06
country161,4,20,0.002576385
country231,4,10,2.14257E-05
country51,4,17,0.005606404
country44,2,17,0.000513854
country214,5,25,0.007457551
country29,3,1,2.13326E-06
country182,5,2,0.00015086
country95,5,19,1.36345E-05
country63,4,11,0.000113882
country138,2,3,0.000136436
country140,1,8,1.94779E-06
country198,3,7,1.89148E-05
country212,6,3,1.87098E-05
country35,2,15,0.000764353
country157,4,16,0.0002601
country4,6,16,1.55823E-05
country71,6,3,0.007447407
country147,5,4,0.00020257
country110,6,17,0.000161653
country77,3,13,0.000583392
country164,4,21,0.002233971
country85,6,18,0.00652863
country2,5,17,0.548155623
country43,1,30,0.009916886
country91,2,26,3.27943E-05
country61,3,7,0.009818808
country180,1,21,0.000773272
country37,3,14,0.000193084
country221,2,12,3.62483E-05
country122,3,30,4.47992E-05
country180,2,20,0.000788855
country133,4,8,1.50748E-05
country232,2,2,7.79116E-06
country89,2,16,5.84337E-06
country39,2,25,0.00079968
country53,5,31,0.000220651
country30,4,30,0.00032024
country135,5,31,6.43173E-05
country127,6,11,0.00397279
country218,4,22,6.85492E-05
country122,4,30,5.25903E-05
country95,4,9,1.55823E-05
country219,5,28,0.000141814
country166,6,15,0.000276932
country103,1,17,0.000913593
country98,5,9,9.0673E-05
country47,1,8,0.000116258
country131,2,7,6.68037E-06
country64,4,25,4.22541E-05
country88,6,26,1.28954E-06
country91,6,15,2.76832E-05
country162,3,13,4.6747E-05
country119,2,25,0.000151928
country45,4,30,0.010796598
country220,5,5,7.79116E-06
country128,2,15,5.84337E-06
country106,5,17,4.77944E-05
country200,6,28,7.26384E-06
country169,1,17,0.003375549
country86,2,21,6.45928E-05
country40,5,4,3.60192E-06
country27,3,15,5.33544E-06
country149,3,16,9.28452E-05
country148,4,18,2.06864E-05
country113,4,28,0.001656194
country199,6,5,9.3736E-06
country219,3,17,0.000155754
country115,3,3,1.28676E-05
country151,1,4,3.75247E-05
country229,2,7,0.000184824
country57,1,6,0.002402824
country180,5,7,0.000825863
country88,1,7,1.80872E-06
country125,5,27,9.29895E-06
country156,5,24,2.34077E-05
country184,1,26,1.84166E-06
country113,3,21,0.001948736
country228,4,1,0.001567971
country51,6,2,0.005228827
country232,6,19,5.84337E-06
country158,3,6,6.43183E-06
country197,6,24,0.00010766
country101,2,16,0.000511807
country206,5,14,0.035546871
country160,3,26,0.000568681
country60,5,13,0.0035806
country198,6,10,2.56243E-05
country183,2,4,0.00029882
country167,1,17,4.93297E-05
country161,5,6,0.002467672
country93,2,9,2.08686E-06
country125,2,20,1.47695E-05
country44,2,11,0.000499106
country54,6,19,3.01751E-05
country153,6,8,0.00337625
country162,5,20,7.01204E-05
country157,4,13,0.000238715
country12,5,15,0.00022958
country5,3,7,0.001062656
country211,4,23,0.006002597
country60,2,25,0.003169502
country121,6,6,1.61705E-06
country151,1,3,3.95303E-05
country21,4,14,6.68082E-06
country162,1,3,7.79116E-05
country98,5,3,8.8901E-05
country87,2,7,2.49923E-05
country157,1,9,0.000284734
country192,2,14,1.67959E-06
country98,3,30,8.73136E-05
country172,5,30,1.00192E-05
country168,4,10,0.002936704
country91,1,7,2.35134E-05
country4,3,6,2.14257E-05
country55,3,23,5.50458E-05
country136,2,11,0.000250577
country190,4,26,2.60753E-06
country232,6,6,1.55823E-05
country160,5,27,0.000455648
country175,4,17,0.000215398
country148,6,26,2.06326E-05
country161,4,22,0.002738677
country57,2,25,0.002963899
country218,3,20,6.49914E-05
country35,2,25,0.00074601
country185,4,26,0.00579857
country146,4,4,7.02983E-05
country48,4,20,8.51534E-05
country163,6,26,5.84337E-05
country204,1,20,9.26374E-06
country124,6,14,0.004358494
country65,4,28,5.23594E-06
country21,5,14,6.88418E-06
country23,5,25,0.011802319
country12,3,8,0.000210266
country216,6,2,1.46118E-05
country225,4,21,0.000234747
country141,5,19,0.152218079
country17,4,15,0.000239322
country190,4,17,5.12212E-06
country65,2,7,8.90716E-06
country118,6,5,2.81884E-06
country36,6,15,1.94779E-06
country8,1,20,3.65912E-05
country196,1,25,2.42603E-06
country206,6,3,0.031374202
country131,1,3,6.24163E-06
country85,6,11,0.006402957
country152,4,1,4.42028E-05
country171,3,30,9.43428E-06
country199,2,28,4.25374E-06
country204,2,7,1.0929E-05
country134,5,16,1.1336E-05
country151,2,21,3.20594E-05
country42,4,1,0.00050998
country231,5,29,1.16867E-05
country125,1,18,1.22611E-05
country136,3,25,0.000302372
country101,6,5,0.000786749
country138,3,16,0.000147165
country128,6,25,1.94779E-06
country75,1,5,1.94779E-06
country112,3,11,0.000503465
country205,5,22,5.03134E-05
country107,2,28,0.001899568
country135,4,26,6.77958E-05
country155,3,6,8.84706E-06
country51,5,7,0.005828983
country103,1,30,0.001034252
country137,1,17,0.004249973
country208,2,12,0.000377737
country222,4,5,5.84337E-06
country227,3,13,0.00020603
country162,4,27,5.84337E-05
country67,5,23,1.16867E-05
country65,5,11,1.34343E-05
country161,3,4,0.003168841
country43,6,2,0.008212388
country129,2,6,1.77788E-05
country140,1,26,1.94779E-06
country53,4,15,0.000156925
country33,2,15,0.005285597
country158,1,23,4.10751E-06
country207,3,3,0.071052523
country56,3,12,2.15684E-05
country108,3,5,0.009952956
country137,4,21,0.003687503
country219,1,1,0.000179389
country194,2,4,0.006639014
country223,6,1,0.003294162
country196,1,22,4.7943E-06
country191,5,19,1.61436E-05
country75,1,3,1.94779E-06
country148,4,29,2.74629E-05
country117,5,1,3.55904E-06
country96,5,11,7.79116E-06
country39,6,12,0.000691169
country211,5,30,0.006231917
country97,2,6,2.37358E-05
country16,5,29,0.006209947
country57,4,20,0.003212843
country198,1,1,2.27947E-05
country9,5,7,0.001353714
country83,3,9,0.001527577
country229,5,29,0.000175471
country223,6,21,0.003687489
country110,1,12,5.74321E-05
country128,2,18,5.84337E-06
country32,1,11,0.005027619
country228,6,12,0.001353714
country11,1,30,0.055373974
country26,4,2,2.20039E-05
country192,1,3,1.82327E-06
country4,1,25,1.75301E-05
country124,2,28,0.005359811
country12,1,8,0.000154146
country59,4,10,1.36345E-05
country147,4,29,0.000194779
country171,4,7,9.70163E-06
country138,3,14,0.000156925
country37,1,13,0.000152993
country80,6,11,2.3575E-06
country63,2,9,0.000128933
country51,6,1,0.005174588
country128,2,17,7.79116E-06
country177,4,4,0.003049374
country67,5,24,9.73895E-06
country53,2,12,0.000145398
country221,6,27,3.00851E-05
country126,3,27,0.000882149
country19,3,7,2.3607E-05
country138,4,14,0.000148401
country54,5,7,2.91625E-05
